C0220597	Adult Hodgkin Lymphoma
C0524730	Odontome
C4693367	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 58
C0079154	Congenital Nonbullous Ichthyosiform Erythroderma
C0079153	Hyperkeratosis, Epidermolytic
C0152013	Adenocarcinoma of lung (disorder)
C0042258	Vaginal Neoplasms
C0234996	Gait, Rigid
C1854988	Molybdenum Cofactor Deficiency, Complementation Group A
C1854989	Molybdenum Cofactor Deficiency, Complementation Group B
C0752109	Brain Diseases, Metabolic, Inborn
C0684337	Ewings sarcoma-primitive neuroectodermal tumor (PNET)
C0162739	HELLP Syndrome
C0752100	Autosomal Recessive Parkinsonism
C0752101	Parkinsonism, Experimental
C0752107	Brain Diseases, Metabolic, Inherited
C0752104	Familial Juvenile Parkinsonism
C0752105	Parkinsonism, Juvenile
C0339541	Goldmann-Favre syndrome (disorder)
C1863012	Amelogenesis Imperfecta, Type IV
C3553622	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2
C3553625	FACIAL PARESIS, HEREDITARY CONGENITAL, 3
C0339546	Retinal Pigment Epithelial Detachment
C0877024	Schimke immunoosseous dysplasia
C1838657	Vitamin D Hydroxylation-Deficient Rickets, Type 1B
C0042035	Urination Disorders
C3888097	CATARACT 21, MULTIPLE TYPES
C3888090	Early onset torsion dystonia
C3888093	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 2
C3888099	Autosomal dominant vitreoretinochoroidopathy
C3888098	Cataract, Autosomal Recessive Congenital 1
C0853240	Mobius II syndrome
C1854182	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT LEWY BODY (disorder)
C3151228	RETINITIS PIGMENTOSA 38 (disorder)
C3553720	CFHR5 DEFICIENCY
C0002768	Congenital Pain Insensitivity
C3179396	Glanzmann Thrombasthenia, Type A
C0887833	Carcinoma, Pancreatic Ductal
C0398791	Nijmegen Breakage Syndrome
C2750866	Growth retardation, pre- and postnatal
C0398794	Hypopigmentation-immunodeficiency disease
C1708371	Histiocytoid Cardiomyopathy
C0033774	Pruritus
C0162848	Lichenoid Eruptions
C1857586	CONOTRUNCAL HEART MALFORMATIONS (disorder)
C0033770	Prune Belly Syndrome
C0162510	Caroli Disease
C4310745	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55
C1840322	ODONTOHYPOPHOSPHATASIA (disorder)
C4722277	NEUROPATHY, CONGENITAL HYPOMYELINATING, 2
C1837418	MOYAMOYA DISEASE 3
C2931418	Bare lymphocyte syndrome 2
C1291329	Transaldolase Deficiency
C0342770	Fumarase deficiency
C0206062	Lung Diseases, Interstitial
C0206061	Pneumonia, Interstitial
C0206064	Microvascular Angina
C4692546	PROTOPORPHYRIA, ERYTHROPOIETIC, 1
C0043346	Xeroderma Pigmentosum
C0043345	Xeroderma
C0263429	Atrophoderma vermiculatum
C0432103	Submucous cleft of hard palate
C3809031	NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE
C0393912	Segmental Autonomic Dysfunction
C1720863	Congenital Generalized Lipodystrophy Type 2
C1838492	SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE (disorder)
C0003496	Aortic Rupture
C1328355	Laryngoonychocutaneous syndrome
C0003493	Aortic Diseases
C0575897	Thumb deformity
C1527405	Erythrocytosis
C0027666	Neoplasms, Radiation-Induced
C0027662	Multiple Endocrine Neoplasia
C0003499	Supravalvular aortic stenosis
C0027661	Neoplasms, Hormone-Dependent
C1709353	Osteofibrous Dysplasia
C1527407	Eosinophilic Pneumonia
C0342510	Ovarian dysgenesis
C2674259	NEUROMUSCULAR DISEASE, CONGENITAL, WITH UNIFORM TYPE 1 FIBER (disorder)
C1850407	Navajo Familial Neurogenic Arthropathy
C1850406	NAVAJO NEUROHEPATOPATHY
C0752098	Autosomal Dominant Parkinsonism
C0085423	Gram-Negative Bacterial Infections
C1856128	Hepatic venoocclusive disease with immunodeficiency
C0085426	Gram-Positive Bacterial Infections
C1856127	Bile acid synthesis defect, congenital, 2
C1837713	JOUBERT SYNDROME 3
C0003635	Apraxias
C4551971	Albers-Schonberg Disease, Autosomal Recessive
C0678213	Complete hydatidiform mole
C3810407	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 5
C3810406	MENTAL RETARDATION, AUTOSOMAL DOMINANT 23
C3810405	POLYMICROGYRIA, BILATERAL PERISYLVIAN, AUTOSOMAL RECESSIVE
C3810404	CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO
C3810403	MOYAMOYA DISEASE 6 WITH OR WITHOUT ACHALASIA
C3810401	ATRIAL STANDSTILL 2
C3810400	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 19
C0220708	VATER Association
C0220704	Shprintzen syndrome
C0220702	SCHIZOPHRENIA 1 (disorder)
C2930980	Malignant hyperthermia susceptibility type 1
C0220701	RETINITIS PIGMENTOSA 1
C1838239	Band Heterotopia of Brain
C0007642	Cellulitis
C1720416	Episodic ataxia type 2 (disorder)
C0332890	Congenital hemihypertrophy
C0031306	Phagocyte Bactericidal Dysfunction
C2936880	SPASTIC PARAPLEGIA 37, AUTOSOMAL DOMINANT (disorder)
C0011057	Hearing Loss, Sudden
C0007398	Catatonia
C4015293	IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION
C0011052	Prelingual Deafness
C0011053	Deafness
C0422854	Gustatory seizure
C0422855	Vertiginous seizure
C0422852	Seizures, Auditory
C0422853	Olfactory seizure
C0039685	Tetralogy of Fallot
C0020578	Hyperventilation
C0268151	Classical galactosemia
C0268155	Deficiency of galactokinase
C3279627	EPILEPSY, PROGRESSIVE MYOCLONIC, 6
C4704884	Fibrocystic Dysplasia of Bone
C4479673	FOCAL CORTICAL DYSPLASIA, TYPE II, SOMATIC
C4014745	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 44
C0014544	Epilepsy
C1449720	Adolescent Gynecomastia
C1449721	Infant Gynecomastia
C0018245	Groenouw's Dystrophies
C4553656	Rectal Stenosis, CTCAE
C2751807	Emery-Dreifuss Muscular Dystrophy 4
C2931132	Crigler Najjar syndrome, type 2
C2677549	Hypouricemia, Renal, 2
C0795907	CONOTRUNCAL ANOMALY FACE SYNDROME
C2931134	Cutis laxa, recessive
C0795905	Cantu syndrome
C0795902	Coloboma, cleft lip-palate and mental retardation syndrome
C1563666	Dysarthria, Guttural
C4540395	KLEEFSTRA SYNDROME 2
C1857299	RETINAL NONATTACHMENT, NONSYNDROMIC CONGENITAL
C0149721	Left Ventricular Hypertrophy
C4274118	Joubert syndrome with ocular defect
C3809548	CILIARY DYSKINESIA, PRIMARY, 23
C4296896	Hyperplastic polyposis syndrome
C4551650	Esophageal Stricture
C0018798	Congenital Heart Defects
C1864651	GAUCHER DISEASE, ATYPICAL, DUE TO SAPOSIN C DEFICIENCY
C0014548	Epilepsy, Generalized
C3554534	CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 2
C0751823	Septic Phlebitis, Sagittal Sinus
C0751824	Sagittal Sinus Thrombophlebitis
C3554021	HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA
C0751829	Gait Disorder, Sensorimotor
C0023374	Lesch-Nyhan Syndrome
C0036420	Localized scleroderma
C0036421	Systemic Scleroderma
C1862511	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 1 (disorder)
C0027873	Neuromyelitis Optica
C0036939	Shared Paranoid Disorder
C2936833	Mycobacterium tuberculosis, susceptibility to infection by
C0027877	Neuronal Ceroid-Lipofuscinoses
C0086196	Eczema, Infantile
C0750993	Schizophreniform Catatonia
C0750992	Catatonia, Malignant
C1292779	Myelodysplastic Syndrome with Isolated del(5q)
C1292778	Chronic myeloproliferative disorder
C0030305	Pancreatitis
C0750909	Retrograde Memory Loss
C1292773	Acute myeloid leukemia with multilineage dysplasia
C1292772	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative
C1292775	Acute myeloid leukemia, 11q23 abnormalities
C0333768	Tubular aggregates
C0024473	Magnesium Deficiency
C4225348	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 4
C0337443	Sodium measurement
C2749559	Methemoglobinemia, Type I
C2676498	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 12 (disorder)
C3809431	MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE
C4014414	MENTAL RETARDATION, AUTOSOMAL DOMINANT 24
C3809434	RENAL-HEPATIC-PANCREATIC DYSPLASIA 2
C0281508	Desmoplastic Small Round Cell Tumor
C0267937	Acute recurrent pancreatitis
C1843004	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME
C0037889	Hereditary spherocytosis
C3809383	IMMUNODEFICIENCY 8
C1843003	MITRAL VALVE PROLAPSE, MYXOMATOUS 2
C0004610	Bacteremia
C0282550	Persian Gulf Syndrome
C1848336	Dent disease 1
C1845526	Mental Retardation, X-Linked 46
C1842979	AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 1
C4706677	Male infertility with teratozoospermia due to single gene mutation
C0010093	Corpus Luteum Cyst
C2751324	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 3
C2751321	Macrocephaly, Alopecia, Cutis Laxa, and Scoliosis
C4014962	FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THE YOUNG
C2751322	Metaphyseal Anadysplasia 2
C1832099	Wilms tumor and radial bilateral aplasia
C0162674	Chronic progressive external ophthalmoplegia
C0162677	Caliciviridae Infections
C0162671	MELAS Syndrome
C0162670	Mitochondrial Myopathies
C0162672	MERRF Syndrome
C0162678	Neurofibromatoses
C3809655	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2R
C0041912	Upper Respiratory Infections
C3809650	BAINBRIDGE-ROPERS SYNDROME
C3809651	INFANTILE LIVER FAILURE SYNDROME 2
C3809653	MACULAR DEGENERATION, AGE-RELATED, 14
C1867060	Lacrimal Puncta, Absence of
C1868705	Shone complex
C1824925	DEAFNESS, AUTOSOMAL RECESSIVE 70
C4693550	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 59
C4693552	ERYTHROCYTOSIS, FAMILIAL, 5
C4693556	DIAMOND-BLACKFAN ANEMIA-LIKE
C1136249	Mental Retardation, X-Linked
C3281128	FIBROCHONDROGENESIS 2
C3852985	Occlusive Mesenteric Arterial Ischemia
C3852986	Nonocclusive Mesenteric Ischemia
C3852987	Acute Mesenteric Arterial Thrombosis
C4748044	POLYCYSTIC KIDNEY DISEASE 6 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE
C0920269	Microsatellite Instability
C0751645	Human Transmissible Spongiform Encephalopathies, Inherited
C0751640	Cryptogenic Partial Complex Epilepsy
C0751641	Epilepsy, Symptomatic, Partial Complex
C0751642	Epilepsy, Anterior Fronto-Polar
C0751643	Epilepsy, Orbito-Frontal
C1860752	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7
C1853578	Neuroferritinopathy
C0562557	Sexually disinhibited behavior
C3150958	Cardiomyopathy, Dilated, 1V
C1868569	Patterned dystrophy of retinal pigment epithelium
C1970822	Mental Retardation, X-Linked, Syndromic 14
C3150953	Long Qt Syndrome 6
C1970827	Phosphoribosylpyrophosphate Synthetase Superactivity
C2750180	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 1
C2751584	Neurodegeneration Due To Cerebral Folate Transport Deficiency
C2751855	Hypomyelination, Global Cerebral
C1837454	SPINOCEREBELLAR ATAXIA 8
C0027412	Opioid-Related Disorders
C0021845	Intestinal Perforation
C0021846	Intestinal Polyps
C0021847	Intestinal Pseudo-Obstruction
C0021841	Intestinal Neoplasms
C1844696	OTOPALATODIGITAL SYNDROME, TYPE II
C4721444	Burkitt Leukemia
C2607914	Allergic rhinitis (disorder)
C0001175	Acquired Immunodeficiency Syndrome
C0431391	Hemimegalencephaly
C0032300	Lobar Pneumonia
C2750457	Waardenburg Syndrome, Type 4b
C2750450	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 4
C2750451	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 3
C2750452	Waardenburg Syndrome, Type 4c
C0342735	Cytosolic acetoacetyl-CoA thiolase deficiency
C1850077	Supranuclear Palsy, Progressive, 1, Atypical
C2750459	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 15
C0011847	Diabetes
C0023601	Leydig Cell Tumor
C0879257	Hereditary Papillary Renal Carcinoma
C1837065	CD8 Deficiency, Familial
C4538355	PITUITARY ADENOMA 1, MULTIPLE TYPES
C1855644	Keratoderma, Palmoplantar, Norrbotten Recessive Type
C1858664	HEMOCHROMATOSIS, TYPE 3
C3658267	Prostatic Neoplasms, Castration-Resistant
C0796202	Wittwer syndrome
C1859570	BARDET-BIEDL SYNDROME 12
C0235753	Congenital hemangioma
C2677190	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 3 (disorder)
C0877792	Sleep Disorders, Circadian Rhythm
C0086395	Hearing Loss, Extreme
C0162292	External Ophthalmoplegia
C1833382	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE IV (disorder)
C0262436	Cardiac valvular dysplasia, X-linked
C0014799	Erythroderma, Maculopapular
C1863224	Adenosine Triphosphate, Elevated, Of Erythrocytes
C0013221	Drug toxicity
C1864872	Spondyloepimetaphyseal dysplasia, Genevieve type
C1864871	Chromosome 17q21.31 Deletion Syndrome
C0013222	Drug Use Disorders
C1864877	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2B (disorder)
C0268301	Reifenstein Syndrome
C4693974	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC
C3279369	Microphthalmia (in some patients)
C2675556	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3
C0342185	Hyperthyroxinemia, Familial Dysalbuminemic
C4540520	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 15
C4693466	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35
C2751805	EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT
C0750935	Cerebral Astrocytoma
C0349702	Corneal Scar
C0002152	Alloxan Diabetes
C3280742	SYSTEMIC LUPUS ERYTHEMATOSUS 16
C1785148	RAPP-HODGKIN SYNDROME
C0495499	Congenital absence, atresia and stricture of auditory canal (external)
C1450052	Tibial Muscular Dystrophy
C0202220	Somatomedin-C measurement
C1450051	Autosomal Recessive Emery-Dreifuss Muscular Dystrophy
C1846672	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I
C2751802	ATTENTION DEFICIT-HYPERACTIVITY DISORDER, SUSCEPTIBILITY TO, 7
C0035304	Retinal Degeneration
C0035305	Retinal Detachment
C1847800	Waardenburg Syndrome Type 1
C0948008	Ischemic stroke
C0035309	Retinal Diseases
C0043202	Wolff-Parkinson-White Syndrome
C0393953	Anterior Cerebral Circulation Infarction
C1855627	HAIM-MUNK SYNDROME
C0012243	Digestive System Neoplasms
C1855333	External genital hypoplasia
C3494506	Pseudohypoparathyroidism, Type Ia
C1867155	RING DERMOID OF CORNEA
C0750977	Recurrent Brain Neoplasm
C0026936	Mycoplasma Infections
C0564408	Manic mood
C1859133	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1
C3278147	GELEOPHYSIC DYSPLASIA 1
C0023418	leukemia
C2931758	Acquired angioedema
C1291463	Deficiency of phosphoserine phosphatase
C2931208	Usher syndrome, type 1D
C0265306	Greig cephalopolysyndactyly syndrome
C2748910	Rett Syndrome, Atypical
C1527338	Hereditary Cerebral Amyloid Angiopathy, Icelandic Type
C1527336	Sjogren's Syndrome
C1134719	Invasive Ductal Breast Carcinoma
C1527335	Transient Ischemic Attack, Anterior Circulation
C2931206	Usher syndrome, type 1B
C0265308	Baller-Gerold syndrome
C0009081	Congenital clubfoot
C1266119	Solitary fibrous tumor
C2675508	INFLAMMATORY BOWEL DISEASE 25, AUTOSOMAL RECESSIVE
C0016037	Fibrodysplasia Ossificans Progressiva
C0021139	Inadequate Personality
C0878675	Erdheim-Chester Disease
C0878677	Glycogen Storage Disease Type IIb
C0878676	6-pyruvoyl-tetrahydropterin synthase deficiency
C2674173	Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans
C0233754	Derealization
C3280790	ATRIAL SEPTAL DEFECT 8
C4015357	MENTAL RETARDATION, AUTOSOMAL DOMINANT 31
C0040411	Tongue Neoplasms
C1860119	Acrofacial dysostosis Rodriguez type
C4540031	Combined oxidative phosphorylation deficiency
C0271708	Fasting Hypoglycemia
C0427128	Rapid Fatigue of Gait
C0751349	Myoclonus, Eyelid
C0751348	Myoclonus Simplex
C1507149	Partial chromosome Y deletion
C4048262	Hydronephrosis Due To Pujo
C3150939	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome
C0751340	Myasthenia Gravis, Ocular
C2751803	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 2
C3151184	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9
C0037650	Somatoform Disorder
C0085652	Pyoderma Gangrenosum
C0749794	Upper Extremity Deformities, Congenital
C0085655	Polymyositis
C0700292	Hypoxemia
C4707880	Genetic hyperferritinemia without iron overload
C3550024	MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME, SOMATIC
C0027626	Neoplasm Invasiveness
C4049702	Focal Segmental Glomerulosclerosis, Not Otherwise Specified
C1847114	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 5
C0265987	Nevus comedonicus
C0020497	Cortical Congenital Hyperostosis
C0020492	Hyperostosis
C1970841	MENTAL RETARDATION, X-LINKED 93 (disorder)
C3810342	IMMUNODEFICIENCY 20
C3810343	SACRAL AGENESIS WITH VERTEBRAL ANOMALIES
C4748545	NEPHROTIC SYNDROME, TYPE 17
C3150933	HYPERALDOSTERONISM, FAMILIAL, TYPE III
C0677607	Hashimoto Disease
C4748540	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 9
C4748234	SPERMATOGENIC FAILURE 31
C0751124	Epilepsy, Absence, Atypical
C0677608	Chorioangioma
C1853743	Muscular hypotonia of the trunk
C0751120	Benign Infantile Myoclonic Epilepsy
C0751123	Atonic Absence Seizures
C0751122	Infantile Severe Myoclonic Epilepsy
C0011265	Presenile dementia
C0241391	Thumb absent
C1842563	Heterotopia, Periventricular, Autosomal Recessive
C0011269	Dementia, Vascular
C0020725	Type II Mucolipidosis
C0266432	Leydig cell agenesis
C4302263	Cryptogenic multifocal ulcerous stenosing enteritis
C1832950	Cardiac Malformation, Cleft Lip-Palate, Microcephaly and Digital Anomalies
C0699743	Congenital muscular dystrophy (disorder)
C0020225	Hydranencephaly
C4748753	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 4
C0267211	Gastric Antral Vascular Ectasia
C0039538	Teratoma
C0004936	Mental disorders
C0004930	Behavior Disorders
C1842691	Diaphanospondylodysostosis
C4748759	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 6
C1857512	Temtamy syndrome
C1879328	Blindness both eyes NOS (disorder)
C1956097	Wolf-Hirschhorn Syndrome
C1879321	Acute Myeloid Leukemia (AML-M2)
C1832443	Martinez-Frias Syndrome
C1843028	Deafness, Autosomal Recessive 37
C1533041	Primary congenital glaucoma
C0015306	Hereditary Multiple Exostoses
C1854058	SPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE
C2673257	EPILEPSY, PROGRESSIVE MYOCLONIC 3
C0205969	Thymic Carcinoma
C3553358	COENZYME Q10 DEFICIENCY, PRIMARY, 3
C3889474	BARDET-BIEDL SYNDROME 16
C0003857	Congenital arteriovenous malformation
C2931059	Marie Unna congenital hypotrichosis
C0036219	Sarcoma, Jensen
C0036214	Sarcoma, Engelbreth-Holm-Swarm
C0036216	Sarcoma, Experimental
C0339527	Leber Congenital Amaurosis
C0280803	Primary central nervous system lymphoma
C3553645	MYASTHENIC SYNDROME, CONGENITAL, 13
C1832378	Retinitis Pigmentosa 18
C1832370	MYOPATHY, MYOFIBRILLAR, DESMIN-RELATED
C0856901	Retinol Deficiency
C0339528	X-linked retinitis pigmentosa
C4015129	46,XY SEX REVERSAL 9
C0024138	Lupus Erythematosus, Discoid
C0010038	Corneal Opacity
C2749346	Refsum Disease, Adult, 2
C0024131	Lupus Vulgaris
C4310768	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 2
C1856476	Gaucher Disease, Type Iiic
C4310622	ANTERIOR SEGMENT DYSGENESIS 8
C3151568	NEPHROTIC SYNDROME, TYPE 4
C4310760	LETHAL CONGENITAL CONTRACTURE SYNDROME 10
C0025517	Metabolic Diseases
C4310762	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38
C4310763	SPINOCEREBELLAR ATAXIA 43
C4310764	NEUTROPENIA, SEVERE CONGENITAL, 7, AUTOSOMAL RECESSIVE
C4310765	Hypermanganesemia with dystonia 2
C4310766	MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION
C4310767	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3
C1859486	BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY
C0038002	Splenomegaly
C0587248	Costello syndrome (disorder)
C1860808	Triosephosphate Isomerase Deficiency
C0086445	Idiopathic Membranous Glomerulonephritis
C4310626	RETINITIS PIGMENTOSA 77
C4012727	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1
C0334121	Inflammatory Myofibroblastic Tumor
C1708350	Hereditary Leiomyomatosis and Renal Cell Cancer
C1708353	Hereditary Paraganglioma-Pheochromocytoma Syndrome
C3539916	MYOCLONUS, FAMILIAL CORTICAL
C4551910	Acute Inflammatory Demyelinating Polyneuropathy
C0019829	Hodgkin Disease
C2936779	Hydroxymethylbilane Synthase Deficiency
C1136382	Sclerocystic Ovaries
C0162538	Immunoglobulin A deficiency (disorder)
C0162539	IgG Deficiency disorder
C0162534	Prion Diseases
C0162532	Variegate Porphyria
C0162533	Porphyrias, Hepatic
C0162530	Porphyria, Erythropoietic
C0162531	Hereditary Coproporphyria
C1260880	Rhinorrhea
C1168401	Squamous cell carcinoma of the head and neck
C3554381	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10
C1836076	Amyotrophic Lateral Sclerosis, Chmp2B-Related
C2931434	Paraquat lung
C4316881	Prescription Drug Abuse
C1837475	Insulin-Like Growth Factor I Deficiency
C0206042	Fatal Familial Insomnia
C0206044	Infections, Calicivirus
C1837471	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8
C0021359	Infertility
C0342751	Generalized glycogen storage disease of infants
C0085860	Autoimmune Syndrome Type II, Polyglandular
C3809753	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38
C1968741	Glycogen Storage Disease IIIC
C0700635	Strudwick syndrome
C1865644	Plantar Lipomatosis, Unusual Facies, and Developmental Delay
C2678503	AXENFELD-RIEGER SYNDROME, TYPE 3
C0162839	Porokeratosis
C1865864	AMYOTROPHIC LATERAL SCLEROSIS 5
C3668935	Luteinizing Hormone Resistance, Female
C4748840	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 33
C0030486	Paraplegia
C0001618	Tumors of Adrenal Cortex
C2675184	Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis
C1275081	Cardio-facio-cutaneous syndrome
C0238111	Lennox-Gastaut syndrome
C1844505	Pointed chin
C3279990	CANDIDIASIS, FAMILIAL, 7
C1855109	Methylmalonic aciduria cblA type
C0949541	Hurthle Cell Tumor
C3715164	LEBER CONGENITAL AMAUROSIS 17
C3715165	LEFT VENTRICULAR NONCOMPACTION 10
C1856453	Mild thrombocytopenia
C0031149	Peritoneal Neoplasms
C1851480	Greither Disease
C0085409	Polyendocrinopathies, Autoimmune
C0017689	Glucagonoma
C3502417	Amyotrophic Lateral Sclerosis 10
C0003615	Appendicitis
C0520806	Unexplained sudden death
C0039338	Taste Disorders
C1858493	FEBRILE CONVULSIONS, FAMILIAL, 4
C4282398	Sialidase deficiency
C0079774	Peripheral T-Cell Lymphoma
C0079773	Lymphoma, T-Cell, Cutaneous
C0079772	T-Cell Lymphoma
C0079770	Lymphoma, Small Noncleaved-Cell
C3489724	Aicardi-Goutieres Syndrome 2
C1861185	THROMBOCYTOPENIA 2 (disorder)
C3489447	Hyperkalemic Periodic Paralysis Type 2
C3489725	Pseudo-TORCH syndrome
C0220766	Congenital hypoplasia of adrenal gland
C0220767	Craniofrontonasal dysplasia
C3489726	Geleophysic dysplasia
C0236811	Chronobiology Disorders
C0220769	FG syndrome
C0869523	Carditis
C0919267	ovarian neoplasm
C0265514	Dermatofibrosis lenticularis disseminata
C0422837	Neurological observations
C1835039	Melanosis, Universal
C0796095	Opitz trigonocephaly syndrome
C0598589	Inherited neuropathies
C0017531	Angiolymphoid hyperplasia
C0020557	Hypertriglyceridemia
C0020551	Hyperthyroxinemia
C0020550	Hyperthyroidism
C0268179	Lactase Deficiency, Congenital
C4014762	MYOPIA 24, AUTOSOMAL DOMINANT
C4014767	HYPERLIPOPROTEINEMIA, TYPE ID
C4479613	NEURODEVELOPMENTAL DISORDER WITH MIDBRAIN AND HINDBRAIN MALFORMATIONS
C3489628	Thrombocytosis, Autosomal Dominant
C1561643	Chronic Kidney Diseases
C2749982	THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1
C1720811	Tumor of Rete Testis
C3810200	SHORT-RIB THORACIC DYSPLASIA 11 WITH OR WITHOUT POLYDACTYLY
C0016952	Galactosemias
C0026896	Myasthenia Gravis
C1843164	Charcot-Marie-Tooth disease, demyelinating, Type 1F
C0795927	Deafness, congenital onychodystrophy, recessive form
C2931767	Deafness, autosomal dominant nonsyndromic sensorineural 22
C0271933	Congenital dyserythropoietic anemia, type I
C0271934	Congenital dyserythropoietic anemia, type III
C3810283	SCHWANNOMATOSIS 2
C3807295	CEREBELLAR ATAXIA, DEAFNESS, AND NARCOLEPSY, AUTOSOMAL DOMINANT
C1857277	Donnai-Barrow syndrome
C1857276	Trichohepatoenteric Syndrome
C3810289	SPASTIC PARAPLEGIA 64, AUTOSOMAL RECESSIVE
C4014492	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 23
C3887939	MENTAL RETARDATION, X-LINKED 41
C3887938	Deuteranomaly
C3554518	COWDEN SYNDROME 5
C3554519	COWDEN SYNDROME 6
C0040517	Gilles de la Tourette syndrome
C3554046	LETHAL CONGENITAL CONTRACTURE SYNDROME 4
C3554047	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4
C3554517	COWDEN SYNDROME 4
C3554042	DIAMOND-BLACKFAN ANEMIA 11
C1848488	Pierre Robin syndrome with fetal chondrodysplasia
C0574080	Guanidinoacetate methyltransferase deficiency
C0574083	3-Methylglutaconic aciduria type 2
C1859305	Cerebellar Ataxia and Hypogonadotropic Hypogonadism
C0013274	Patent ductus arteriosus
C1859309	Syndactyly Cenani Lenz type
C3279843	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2
C0007621	Neoplastic Cell Transformation
C0339730	Blindness, Acquired
